s,S-BEABXn-0349-953,tanışmıştınız? Onu anlat hele? Dur,anlatacaz,daha dur ya. İşte biz
w,W-RD36E1B-2842-1551,tanışmalar unutulmaz. Onun için tanışmalar,anlatılarak,"girilir söze. Ama yurdunu, halkını"
w,W-RE09C2A-1384-590,tanıyordum. Yaşadıklarımı bire bir tekrar,anlattım.,Benimle ilgili üst komuta kademelerinden
w,W-UE30D1B-2135-2327,tanıtmıştı. Konuşmadan önce Obama'nın hayatını,anlatan,etkili bir video da sunuldu.
w,W-CA16B1A-1916-1859,"tanımamız işte böyle olmuştu,"" diye",anlatırdı,"Leyland. ""Ben kendi adıma doğrusu"
w,W-FH03A3A-2022-2125,Tanrı kelâmının insan kelâmına benzemediğini,anlatmak,"gayretiyle, vahyi tehlikeye düşürürler. Bu"
s,S-BEABXO-0345-295,taneye ayrılınca olur mu? Burda,anlattığı,şeyler aşağıda okursanız bi zahmet
w,W-SI22C1A-0528-213,tanem oldular ve gittiler... Yalın'ın,anlattığı,bu. Bir tanesi onu bırakmış
s,S-BEABXO-0094-804,tane yengeç... Hıı? Yengeç hikayesi,anlatır,mısın bana? Hadi okuyalım. Sen
s,S-BEABXs-0130-338,tane silah kullandım yani. Arkadaş,anlattı,geçen o da askerden gelmiş
w,W-II36C3A-0596-2158,Tanaltay için... Yaşadıklarından öğrendiklerini iyi,"anlatıyor...""",(Ben senden çok şey öğrendim;
w,W-JH42A2A-0870-2410,tamamı din değildir. Bunları millete,anlatacaksınız.,Yalana teslim edilmiş bir halk
w,W-CH42C4A-0484-1431,"tamamen somut düşünebildikleri için, ders",anlatırken,"olduğu gibi, ödev verirken de"
s,S-BEABXO-0094-1093,Tamam. Peki. Babaannelerin havuza gittin,anlat,bana naaptın? Yüzdüm. Naaptın babaannelerde?
s,S-BEABXw-0057-366,tamam sana anlatim. Tamam sana,anlatsın.,Hadi anlat bana. <gülerek> Akıllı
s,S-BEABXc-0167-946,tam o da anlatmaya çalıştı,anlatamadı,ikisi de ama <B> Haa!
s,S-ADABIA-0265-710,tam bu organizasyon çok iyi,anlatıyo,"<gülme>. Evet, tam olarak bunu"
s,S-ADBBI^-0042-785,tam bir Kadıköylü... Kayınpederim de,anlatırdı.,O da Fenerbahçe'de babam gibiymiş.
w,W-NA16B2A-1241-353,takımı ve sayfalarında oyunun kurallarının,anlatıldığı,"bir kitap olmuştur. Fischer, cezaevlerine"
s,S-BEABXO-0012-537,takılman. Bi de millete dert,anlatmak,"zorundasın. Noldu? İşte, iş arıyorum."
w,W-JE39C2A-0422-650,tadın damağımdaki lezzetini özlemler şapırtılarla,anlatmaya,"çalışıyorum. Bir ozanımız, ""Gözümden yaş"
w,W-NE05A1B-3930-1468,tabi hale getirilmişlerdir. Buraya kadar,anlatılanlardan,"ortaya çıkan şudur ki, MMHK’nun"
w,W-VA14B1A-1632-2076,tabanca... Sonra üç mermi... Babaanne,anlatsana,Selanik'ten gelişinizi... Hasan Oğlum üzme
w,W-VG37E1B-3050-2138,ta -bunu uzak bir mesafeyi,anlatırmış,gibi söyler- yan taraftaki camiye
s,S-AEABTZ-0337-843,sızının emm kaynağı şu imiş,anlatılır,ki rivayet o ki Adem
w,W-TI32D1B-2552-108,sıra ne kadar uyanık olduklarını,anlatmaya,çalışıyorlar... İşte Selçuk G. adlı
s,S-ADABIi-0124-476,sıkıntılı derdini sorunlarını tiyatro diliyle,anlatması,bir bağlamda da kendi için
w,W-QI22E1C-2910-1688,sıkıntılarını devlet başkanı Hz. Ebubekir'e,anlatmaya,karar verdiler Şehirde sizin de
w,W-KA16B4A-0470-2182,sık korkulu rüyalar gördüğümü babama,anlattı.,"Babam da aynı görüşteydi ""Yahu,"
s,S-AEAA@O-0153-986,sıfır aldınız mı adlı öyküyü,anlatacağım.,"Bu öykü, çiftlikten çiftliğe yarıştan"
s,S-ADBBI^-0326-888,sürü kaidem var. Bilmiyorum hangisini,anlatayım.,Havuzuma kimseyi sokmam. Bir tek
w,W-QA16B2A-1435-2034,sürgünden yeni dönmüş. Kadına lâf,anlatamadı,Müberra.- İlk defa o sene
s,S-ADABPZ-0135-443,süreyi de biraz karikatürize ederek,anlatmaya,çalışıyorum. Sivil taraflarını anlatmaya çalışıyorum.
s,S-BEABXW-0173-601,sürekli siz dilimdesiniz hep sizi,anlatıyorum,falan diyorum böyle işte öyle
w,W-UA16B4A-0695-2258,sürdürecek. Size bu yazımda Birdal'ı,anlatmak,istedim. Belki de Birdal'la çektirdiğim
w,W-FE09C3A-0417-2485,"Sümer, hareketin farklı bir boyutunu",anlatıyor,"""Ben, Erzurum Atatürk Üniversitesi öğrencisiydim."
w,W-GC03A2A-1177-340,söz eden bir değerlendirme raporunun,anlatmak,"istediği, müdürün çevresindekilerin davranışlarını değiştirme"
s,S-ADABAo-0388-811,söylüyor. Coğrafyacı önce birinci iklimi,anlatır,en doğudakinden en batıdakine kadar
w,W-KA16B5A-0098-2033,"söyleyeceğim, çıkınca mutlaka Sinan'ı bul,",anlatacaklarımı,ona ilet. Sakın başka kimseye
w,W-VA14B1A-1601-1656,söylersin dinlemezler Sabırlı olduk derdimizi,anlattık,Ormanı nükleer santralden kurtardık. Çevreci
w,W-UE30D1B-2112-1404,söylemiş. Levitte'in Le Nouvel Observateur'a,anlattığına,"göre, Fransız liderin 12 Ağustos'taki"
s,S-ADABPZ-0135-287,söyleminden ötürü eleştirdi. Tabi bu,anlattığım,pers şu şurda söylediğim perspektif
w,W-PH13C4A-0278-621,"söylemesek de, en azından derdimizi",anlatacağız...,"Yani ""denyoluk"" etmesek de dil"
w,W-TA16B4A-0910-281,"söylememiş. ""Ben kitap yazacağım,"" demiş,","""anlatırsam","gazeteciler hikâyemi çalar."" Mahmut enişte"
w,W-UA16B2A-1248-603,"söylemem."" ""Hangi kitabı okuyayım?"" ""Hayvanları",anlatan,"kitabı."" Osman eskiden harçlığını biriktirir,"
w,W-OG24D1B-2300-452,suçlu hisseden birini anlamaya ve,anlatmaya,"çalıştım. ""İtiraf""ta ""İtiraf""ta ise suçlu"
w,W-UA16B4A-0320-1704,Sustu bir süre. Niye bunları,"anlatıyorum,","diye düşündü. Kızın annesi, arkadaşları"
w,W-EI09C4A-0726-1958,subayın yanına aldılar hemen. İsteğimi,"anlattım,",konsolosluktaki olaydan da yakındım. Güldü.
s,S-ADABPZ-0112-304,spastikleri Esat beyin biraz önce,anlattığı,gibi bir sarılıkların beyinde yarattığı
s,S-ADABPZ-0112-246,spastik çocukları tedavi ve rehabilitasyonu,anlattılar.,tamam işte. <B> konuşmada arkadaşlarım
s,S-ADABPZ-0112-256,spastik çocuklar. Şimdi bu emm,Anlattıklarımızın,önemi yani ney? Spastik bir
w,W-KD05A3A-0725-483,sosyolog gözüyle bakıyor. Biz haberi,anlatırken,haberde objektiflik konusuna önemle değiniyoruz.
s,S-BEABXO-0348-621,sos. Nasıl yapıldığını işte içindekileri,anlatıyorlar.,İşte Meksika tarifine göre taze
s,S-AEABUZ-0021-368,sorun. Ondan sonra o kısaca,anlatsın,sonra çünkü zaman şey oldu.
w,W-CH03A1A-1515-259,SORU 33- ŞİA MEZHEPLERİNDEN İMAMİYYE'Yİ,ANLATIR,MISINIZ? İmamiyye mensupları Hz. Peygamberin
s,S-BEABXO-0344-491,sorsana yaa şeyi bu konuyu,anlatmamız,için materyali nerden bulabiliriz şeyi
w,W-OI22E1B-2908-1658,sormayı ihmal etmedi. Ben Babamın,anlattıklarından,çok etkilendim. Ayrıca sınıf arkadaşım
s,S-BEABXO-0415-353,"sordum işte, o da herşeyi",anlattı,garibim. İnşallah bağlatır Fatma falan
w,W-NI22C4A-0366-2013,"sor"" dedi, ""ne öğrenmek istiyorsan","anlatacağım.""",O an anladım ki oğlum
w,W-UA16B3A-1065-2098,sonunda hayatıyla ödediğini söyledi. Fakat,anlattıklarına,hâkimler inanmamıştı ve Handan tutuklu
w,W-OG24D1B-2300-323,sonucu darmadağın olan bir tutku,anlatılıyor.,"Oyunda Shakespeare sayesinde, insan doğasının"
s,S-AEABUs-0037-253,Sonu. Yani selam. Bi hikayeyi,anlattıktan,sonra seyirciyle üstelik bu kadar
s,S-AEABUs-0037-672,sonraki yaşamı çarpıcı bir dille,anlatıyor.,"Kara komedi türündeki oyun, bir"
s,S-ADABPZ-0135-656,sonraki tüm dönemleri günümüze kadar,anlatıyor.,Yani tarihsel bir dönem açısından
w,W-CE39E1B-2888-2124,sonraki dört yıl içerisinde sana,anlatmam,gereken son derece çarpıcı şeyler
w,W-TA16B2A-1204-245,"sonra, minik fareye heyecanla yazdıklarını",anlattı.,Şeroks'un masalı yazmaya başladığını duyan
s,S-ADBBAo-0443-340,"sonra sokakta karşılaşıyorsunuz, Nedim bey","anlattı,",çok şaşırdık. 78'li 79'lu yıllarda
w,W-KA16B4A-0712-1547,"sonra Nurten'e, Paris'e nasıl gideceklerini",anlattı,Sabri. Yolu anlattı. Treni anlattı.
s,S-ADABAo-0388-893,sonra kaybolmuş. Onu şimdi mi,"anlatayım,",daha sonra mı? İsterseniz daha
s,S-BEABXO-0441-236,sonra filan kendime geldim. Geldim,anlattım,durumu şöyle böyle dedim. Allah
s,S-BEABXO-0122-261,sonra diyor ki o öyle,anlattıkça,"diyor, hani ne kadar iyi"
w,W-UA16B4A-0695-179,Sonra da nasıl boğulduğunu birbirlerine,anlatıp,yaşamlarına kaldıkları yerden devam edecekler.
s,S-ADABPZ-0135-922,sonra baktım ki hiçbir şey,anlatamıyorum.,Ya da yine karışıklık devam
s,S-BEABXO-0122-770,Sonra anlatırım ben sana. Sonra,anlatırım,ben sana. Şimdi kına değildi
w,W-CG09C5A-0218-1230,Sonra akşamüstü geldik. Bizim evde,anlatıyorlar,"""Aslan kimin, babayiğit, bıyıklarından adam"
w,W-MA16B2A-0017-1760,SON NEFESE KADAR Luis Bunuel,anlatır.,Akciğer kanserinden ölümü bekleyen bir
s,S-ADABCo-0242-1024,sokakta yüricek adam kalmamaya başladı,anlatabildim,mi? işler yürümez hale gelmişti
s,S-BEABXO-0390-680,sohbet tarzında geçmiş. Hmm. Orda,anlatıyor,ya Amerika'ya gittiğinde başına gelenleri.
s,S-ADABAo-0307-796,slogan var. Evet. Şimdi biraz,anlatır,mısınız? Çok kısaca alalım. Çevreyle
s,S-ACABUZ-0035-965,Sizler anlıcaksınız. Kendi çocuklarınıza da,anlatacaksınız.,Ee internet filan bunlar çok
w,W-RE09C2A-1384-1250,sizin için değil kendim için,anlattım;,"generallere, savcılara, hakimlere, meslektaşlarıma ve"
w,W-UE36E1B-3358-569,sizi nasıl bir konser beklediğini,anlatalım.,Metallica konserine gidecekler o akşam
w,W-HI22C3A-0423-2496,size o günkü izlenimlerimi kısaca,anlatmaya,"çalışacağım. Tecrübe başlayınca, evvelâ başımdan"
w,W-PI22E1B-2909-461,size eskiden yaptığım bir iyiliği,anlatacağım.,Bir gün okuldaydık. Arkadaşım test
s,S-ADABAo-0355-814,size At meydanı hikayesini hoca,anlatır,"mı diyor, dört bronz atın"
s,S-ADBBAo-0443-790,Size aldığı evi sürpriz yapmış.,Anlatır,mısınız nasıl oldu? Beni ablama
w,W-UE36E1B-3358-1448,"siz tekne yüzdürmekten bahsediyorsunuz"" denir.",Anlattığımız,olay bir fıkra değil. 2004
s,S-BEABXn-0349-1064,siz bunla nerden tanıştınız onu,anlat,hele. Şimdi ne zamandan beri
w,W-JG09C2A-0593-1851,sinemaya gidiyorlar ve ertesi gün,anlatıyorlardı.,İşte Göksel Arsoy kızı nasıl
w,W-QE39C4A-0060-740,sinemalarda gösterilmek üzere adadaki yaşamı,anlatan,bir film çekimi yapılmasını emretti.
w,W-KA16B5A-0098-1474,"Sinan, kurulmuş gibi kaldığı yerden",anlatmasını,"sürdürdü. ""Ömer zarfı uzatırken, bir"
w,W-NA16B1A-0521-332,simidin en hasosunu umutları Cevahir'e,Anlatır,işçi baba Süleyman İş ararken
w,W-OA16B2A-0787-873,"sildim ve Tarzan'ı, Ahmet Bedeviyi",anlattım,"ona. Neler çektiğini, çevre konusundaki"
w,W-PE30D1B-2130-1125,silahları yenemeyeceğini; ancak mücadele edebileceğini,anlatarak,"şu ilginç anekdotu veriyor ""Bizim"
s,S-ADABCo-0259-327,Sibirya soğuğundan geldim terledim diyerek,anlattı.,Özel hayatı nedeniyle zor günler
s,S-ADABCo-0361-991,seyahat eder. İşte bugün burada,anlatacağım,bi çok konu da aslında
w,W-IA16B3A-0602-2194,"seviyor görünüyordu. Dağları, fiyordları, gölleri",anlata,"anlata bitiremiyordu. En güzel gelenekler,"
w,W-SE09C4A-0832-2015,sevinmiştik. Burada aslında ta başlarda,anlatmam,gereken bir olaydan söz etmek
s,S-ACABQq-0421-547,"sevgiyle selamlıyorum. Ben, tarımın sorunlarını",anlatmak,üzere söz istedim; bu bağlamda
w,W-DA15B3A-2677-4,sevgilinin Ne de yıkılan Halepçe'yi,anlattın,"Sokaklarını, katledilen eyaletlerin. Dili memesinde"
w,W-PA16B0A-0158-1565,sessiz bir zaman dilimi. Çocukken,anlatılan,"masalların gerçekleştiğini seyretmek; yaşamak, kim"
s,S-ADBBI^-0042-347,sert bir konuşma yapacağını bana,anlattı.,Ben de bazı düşüncelerimi kendisine
s,S-BEABXO-0117-1080,Serhat'ın yaptığını anlatsana. <Gülme> Anlat,anlat,hadi. <Gülme> Sen anlat. Neyi?
s,S-AEAA@O-0150-484,"senin hayallerin, öğretmeniniz sizden hayallerinizi",anlatmanızı,istemiş hayallerinize nası karışabilir ki
w,W-DE36C2A-0610-2401,sendikacılara tanınmış bir fırsat olduğunu,anlatıyordu.,Zonguldak'ta grev yaklaşırken sendika yönetiminin
s,S-BEABXX-0411-425,Sen şu an bi şey,anlatmıcan,mı bana? Sen hemen konuşma
w,W-SA16B2A-0433-801,sen çıkıp geldin. Sana seni,anlatacağım.,Ama önce beşinin öyküsünü dinlemelisin.
s,S-ADAB^o-0131-801,Sen neden konservatuar neden Piano,anlatır,mısın? 5. pardon 1. sınıftayken
s,S-AEABUZ-0038-730,sen bu buluşu nasıl topluma,"anlatırsın,",nasıl benim toplumun yani isyanına
s,S-BEABXO-0094-1089,sen biliyosun. Ben bilmiyorum. Sen,anlat.,Ben bilmiyorum. Sen anlat. Sen
s,S-BEABXO-0094-1086,Sen anlat. Sen anlat. Sen,anlat.,Nemo'nun hikayesini anlat bize. Hayır.
s,S-BEABXO-0094-1088,Sen anlat. Ben bilmiyorum. Sen,anlat.,Sen anlat. Sen anlat. Nemo'nun
s,S-BEABXn-0349-969,Sen anlat bakalım. Ya benim,anlatacak,bi şeyim yok. Dokuzuncu sınıfta
w,W-OI37C3A-0483-1819,"sembolize ettiğini de. Kendisine, gördüklerimi-konuştuklarımı",anlattım.,"Ekledim ""Bu seramik, belki dünyanın"
w,W-OF10E1B-2866-73,sektördeki rekabetin nasıl artacağını şöyle,anlatıyor,"""Ekonomide yaşanacak olası bir büyüme,"
w,W-DA16B2A-0032-1348,sefer gelir başıma bu. Size,anlatacağım,olaylar bütünden eksik ya da
s,S-ADABAo-0388-864,sebebi sosyal hayatın değişmesidir. Orada,anlatılan,"şey bilinmeyen bir şey oluyor,"
w,W-OG37F1B-2931-1978,sebebi neydi? Teröristliğin ne olduğunu,"anlatıp,",bu konuda bilinçlendirip terörist olmalarını
w,W-QD02A0A-1696-2050,seansına hiç geç kalmadan geldi.,Anlattı...,Anlattı... Yatılı okulu şehir dışında
w,W-EC06E1B-3077-573,sağlamak için ışıklandırılmaktadır. Yukarıda ayrıntısıyla,anlatıldığı,"gibi, lazer ve bilgisayarlı tomografi"
w,W-GE39E1B-2835-2252,savaşın Afgan halkına faturasını şöyle,anlatıyor,"""Başkent Kabil'i dünyaya ve diğer"
s,S-ADABPZ-0118-869,savaşımızı o antiemperyalist niteliği çocuklarımıza,anlatılamadı.,Anlatılmadı. O taraf unutturulmuş oldu.
w,W-DH03A1B-3100-744,"sathi bir malumata sahip olduğu""",anlatılmaktadır.,"C. Brockelmann ""Muhammedin âhiret hakkındaki"
w,W-RI22E1B-2911-1593,sarı lâlenin yanakları kıpkırmızı oldu.,Anlattıklarınızın,hepsi iyi de bu böyle
s,S-ADABPZ-0118-739,sarf ettiğimiz bu güzel insanımıza,anlatırsak,bütün bunları anlatan insanlar <B>
w,W-LI35C4A-0464-1780,saray parçasını nasıl peşkeş çektiğini,anlattı.,"Hemen arkasından, peşpeşe dört telefon"
w,W-QA16B3A-0617-1069,"sanıyorsun?"" ""İlker benim arkadaşımdı,"" diye",anlatmaya,"başladım Nilgün'e. ""Bir yıl lisede,"
w,W-FA16B1A-1202-1867,"sanırım. Öğretmen, tavşanla kaplumbağa öyküsünü",anlattı,"bize. Dedi ki, gelecek ders"
w,W-SE30D1B-2110-1907,sandalyede yaşlı bir adam gördüklerini,anlattı.,24 kurban arasında tüm ailesi
w,W-HG37C4A-0761-849,"sanatı olan edebiyatla uğraşanların, meram",anlatmakta,kaba güçten ve küfürden daha
s,S-ACAAPZ-0028-535,sanata çok yatkın olduğunu da,anlatmak,açısından bu festivaller büyük önem
s,S-BEABXO-0086-1097,sana böyle anlatıyorum. Yok sen,anlat,ben seni dinliyorum bi yandan.
s,S-BEABXB-0003-794,Sana anlattı mı? Ya Aliye,anlatır,dedim. Senin söylediklerinin aynısını söyledi
w,W-QA16B4A-0155-321,salon tıklım tıkış doluydu. Hoca,anlatıp,duruyordu ama dinleyen yoktu. Sürekli
s,S-BEABXs-0130-1036,sahnede çok çalışarak öğrenmişler. Belki,anlata,anlatamayabilirler ama uyguluyabilirler. Öyle diyelim
s,S-ADAB^o-0132-449,sahip olduğu arkeolojik zenginliği sizlere,anlatmaya,çalışacağız. Yaklaşık bir saat sürecek
w,W-VG03A3A-2718-2014,sahası yaratırdı. Kemalettin Selçuk kervansaraylarını,"anlatırken,","Türk kervanlarının ihtişamını, Türk tüccarlarının"
s,S-BEABXB-0077-1022,sadece tam ortalanmış. <B> Fotoğrafı.,Anlatabildim,mi? Yoksa hepsi aynı. Hangisi?
w,W-KE39E1B-2839-582,Saddam'a daha çok cesaret verdiği,anlatıldı.,"Grossman, Türk yetkililere, ""Madem ki"
w,W-VI22E1B-2915-1630,sabah olmuş. Anneme de bazen,anlatıyorum,"güzel hayallerimi. Bir gün annem,"
w,W-EA16B4A-0097-2217,"saat beş buçuk sularında."" Ben","anlatırken,",Ali de önündeki küçük deftere
s,S-BEABXg-0072-230,rüyamda gördüm anlatılmazmış ya. Bilmiyordum,anlattım,yani anlattığım kadar. Ahiret hayatını
w,W-QE30D1B-2131-634,"röportajlarda, işkence görüntülerine ilişkin duygularını",anlattı.,"Konuşmasında, işkence olayları üzerine şimşekleri"
s,S-ADABAo-0388-684,Rus prensinin Rus prensinin ölü düğününü de,anlatıyor.,Cenaze töreni mi? Cariyelerinden birisiyle
w,W-NG03A1B-3249-1010,romanları Meyyale ile Mediha Sultan'ı,anlattığı,Paris'te Son Osmanlılar ve Mithat
s,S-ADABCo-0335-795,romanlarda böyledir. İşte Kırım Hanlını,"anlatır,",saatlerce okursun. Gerçekten Kırım Hanlığını
s,S-BEABXO-0086-665,resmen üzerine oynanmış birader. Aynen,anlatıyor.,Gazte falan yazıyormuş bunu babam
w,W-QE30D1B-2107-1039,"referandumdan ""hayır"" çıkarsa bunu nasıl",anlatabilecek?,Kıbrıs'ın en iyi dostlarının bile
s,S-BEABXO-0379-406,Ramazanda geldiğimde size yemekte mi,anlatmıştım,ne? Atırlıyon mu? Ani dedeyle
s,S-ADABPZ-0134-861,rahatsız edici bir durum gözüküyor,anlatılan,durum ama ne yazık ki
w,W-TE09C2A-1267-344,"Pulli, Aleksi'nin ona imzalattığı kâğıdı",anlatmayı,"şöyle sürdürüyordu ""Bildiklerimi herhangi biriyle"
s,S-ADABAo-0355-740,"programını ben atladım ki, atanlar",anlatırsa,"dinlerim ben, yani bunu uzatmanın"
s,S-ADABCo-0242-712,programımıza da bağlandı her yerde,anlatıyo,felan. Bence o Serva'ın yaptığı
s,S-ADABAo-0382-391,programda kendimle ilgili bi şey,anlatmıyorum.,Bana burdan diyo ki bencede.
w,W-TE36E1B-3354-2470,"Profesörü Zafer Üskül, Yeni Anayasayı",Anlattı,"""Avrupa standartlarında bir anayasa olacak"""
s,S-ACABTZ-0336-319,Profesör Zeren İran örneğini bize,anlattı.,Şimdi özellikle bu emm Irak
w,W-LI37C4A-0635-692,"Praetorius'un seyirciye dönüp ""Eşşek"" dediğini",anlattıktan,sonra şöyle bir cümle yazması
w,W-GE39E1B-2835-304,"portresi Gül, olayın gelişimini şöyle",anlattı,"""Bana binlerce mektup, davetiye ve"
w,W-VI32A1B-2554-1275,"portreleri çok güzeldir, çok güzel",anlatır.,"Onun gözünde Ankara'da ""sonbahar"" yaşanır."
s,S-BEABXO-0075-967,"planın, kendi anladığın gibi kendine",anlatacaksın.,Birader zaten kimse sana tutup
s,S-ADBBI^-0042-894,planlanmış bir randevuydu. Kendisine durumu,anlatarak,"şartların mutlaka iyileştirilmesi gerektiğini, hele"
s,S-ACABQq-0423-292,Planla ortaya çıkan -deminden beri,anlattığım,ve biraz sonra anlatacağım- yeni
w,W-HG03A3A-2010-1184,plan düzeni bakımından bu yazımızda,anlattığımız,Anadolu evleriyle aynı kökenlidir. Fakat
s,S-BEABX{-0085-666,pislik felan da yokmuş arkadaşlar,anlatıyor.,Kız Kalesi temizde suyuda her
w,W-SG03C4A-3372-1725,pisi pisi... Gel pisi pisi...,ANLATAN,Bir de baktım bizim kül
w,W-HD39C2A-0420-564,peygamberin cinsel yaşamının inceliklerini anlatır/anlatabilir.,anlatır/anlatabilir.,Ya da birileri çıkıp yasa
w,W-PG37C3A-0343-1752,"peri masalı anlatıyormuş gibi ballandırarak""",anlattığını,söyler. Attilâ ilhan onun çocukluk
s,S-ADBBAo-0443-664,Pekuysal. Bak Suna Pekuysal nasıl,anlatıyor,"seninle ilgili olan anıları. ""Suna"
s,S-ADABAo-0033-265,Peki. Buradan isterseniz eğer Kerbela'yı,anlattık.,Kerbela'yla ilgili bir kaside dinleyelim.
s,S-ADBBAo-0443-973,Peki bir kadın seni çırılçıplak,anlatacak.,Sence kim olabilir? Annem olabilir.
w,W-QA16B4A-0155-2448,"Paşa Marşı'nı söylediğini bilirdim, anneannemin",anlattıklarından.,"Onu, sarı saçlarını savura savura"
s,S-ACABUZ-0035-570,parça inanırım Tanrının birliğine. Bana,anlatma,o güzel dini. Bilirim ben
w,W-FI09C3A-1292-1478,partide İngilizlere Topkapı'daki Hazine Dairesini,anlattı.,"Hiç unutmam Londra'daki ""Tower of"
s,S-ADABPZ-0135-591,parti seçmenleridir. Evet çok kabaca,anlatıyoruz,tabi bunları. Bunun tam zıttı
w,W-IF39C0A-0194-1770,Parsadan bu tanışıklık hakkında neler,anlatıyor.,"""Ben de tanırım, Selçuk da"
s,S-BEABXX-0411-402,panpişler panpişler. Bi ara sen,anlatmıştın.,Senden biliyorum daha da hiç
s,S-BEABXO-0012-1107,"o… Konuş, konuş, konuş sen","anlat,",anlat. <Gülme> Onun yeğeniyim ben
w,W-LD39E1B-2927-2445,oyunlar basit bir dil ile,anlatılan,ve o oyunu gösteren bir
w,W-LI22C1A-0776-2293,"oturduğu yerden bağırarak ""Sayın Krutchev,",anlattığın,bütün bu yanlışlıklar yapılırken sen
w,W-KG22C3A-0027-231,otelin pava'sı olduğunu söylediğini kendisi,anlatıyor.,"Haziran 1991 Çevirmenin dili. Genellikle,"
w,W-FA16B2A-0004-751,"Osmanlı açıkça Macaristan'a saldırmaya zorlanıyor.""","""Anlattığımız",tarihi koşullar Osmanlı için gerçek
w,W-FD36E1B-2848-2446,ortaya çıktı? Bunu üç noktada,anlatmak,"mümkün. Birincisi, bölgede Osmanlı döneminden"
s,S-ACABQq-0421-764,ortaya çıkmıştır. Bunu uzun uzun,"anlatırken,",bir noktaya gelmek istiyorum. Bu
w,W-UH39E1B-2929-2484,ortaokulunda bir resim öğretmeninin bizlere,anlattıkları,okuma azmimizi kamçılıyordu Hatay-Dörtyol'da yarıya
w,W-RA16B1A-0788-2283,"ormanda yapılan toplantıyı, alınan kararları",anlattı,"ona. ""Bu akşam yapılacak toplantıda"
w,W-OI22E1B-2908-579,ormana gitmiş. Onlara avcılığın inceliklerini,anlatacakmış.,Küçük bir deliğin yanına gelmişler.
s,S-BEABXO-0093-417,Origamiyi gel sana. Bak origamiyi,anlatmışlar,burda gel. Origamiyle ilgili bi
s,S-AEABAo-0016-571,Orhan Pamuk vardır. Yani kendini,anlatma,durumu söz konusudur. Burda da
s,S-ADABIA-0265-357,organizasyonun amacı bu. Bizi bize,"anlatsın,","kim olduğumuza, işte farkındalık gibi,"
s,S-BEABXs-0130-405,ordaydım. Sonra karakola gidiyoruz karakolda,anlatmıştım,zaten sana. Ya bu kadar
s,S-BEABXX-0411-719,orda okuyo benim ha böle,anlatıyo,falan bi de öğrenci için
s,S-BEABXB-0073-668,orda bağlanıyosun adam canlı olarak,anlatıyor.,Yanında görsel şeyler var. Adam
s,S-BEABXw-0391-630,oraları tarif ederken geçmişini de,"anlatıyordum,",tarihini de anlatıyordum. Tarihini de
s,S-AEABAo-0016-290,Orada da benim bütün kitabımda,anlattığım,yıllarca meşgul olduğum şeylerin tesadüfen
w,W-RA15B4A-0542-361,orada beliriverdiler. Dürtü durumu onlara,anlatarak,bir anahtar bulmaları gerektiğini söyledi.
w,W-SE36E1B-3294-1372,onunla tanışalı beri. Eryaman Olayları'nı,anlatmak,için çağırıyorlar beni. A! Bakıyorum
w,W-TA16B4A-1264-398,"onun üzerindeydi. Belki de, ancak",anlatılacak,hiçbir şey kalmayınca şarkı söylenebilirdi.
s,S-ADABI\-0438-780,onun yaşına göre anlayacağı biçimde,anlatırdım.,Anneciğim derdim içersi çok sıcak
w,W-QI09C2A-1069-269,Onun kim olduğunu benim dilimle,anlatmaya,"kalkmış, O sadece düşmanları yer,"
s,S-AEABTZ-0337-557,Onun için hani ben şeyi,anlatmadım,Ferdiyle konuşmamızı galiba. Paris'te buluşmamızı.
w,W-GI09C2A-1923-2491,"onun ""içerdeki"" tavırlarını şiirinde şöyle",anlatıyor,Özgür yaşamdaki zarafetini Ekselans zindanda
w,W-EA16B3A-0568-617,onu konuşturmak amacıyla gitmeye kalkışmadığımı,"anlattım,","döndüm, onu öylece bırakıp çıktım."
s,S-BEABXO-0436-1108,onu diyeyim de sen donunu,anlat,ne yapıyonuz nirdesiniz diyince cenazedeyik
w,W-PG37C3A-1420-289,Onu bilemiyorum. Ama bizim durumumuzu,anlatmak,için bu iki metafor çok
w,W-KI37C2A-1332-2412,onsuz yaşamın olamayacağı gerçeğini dialarla,"anlatmaya,",düşünmeye ve alınması gereken önlemlere
s,S-BEABXO-0342-273,"Onlar da aramışlar aslında, babamın",anlattığına,göre. Fakat kontak kuramamışlar. İnternetten
s,S-ADABPZ-0374-995,oniki onüç yaşlarında olduğundan hatırlayıp,anlatabilmektedir.,Keza onlara gerek kalmaksızın ekrandada
w,W-GA15B1A-1722-846,ondurur insanı... SIRADAN BİR GECE,anlatacak,"bir şey yok, sıradan bir"
s,S-ADABAo-0310-590,ondan sonra içeriklerini tam anlamıyla,anlatıyoruz.,Ve katkısız olduğunu kutularımızda vurguluyoruz.
s,S-BEABXO-0447-414,Ondan kullanıyomuş falan bi şeyler,anlatmıştı.,Sorabilirsin Avon'dan. Lekeler için. Avon
w,W-TI22C3A-0750-2241,ona can vermeye çalışıyor. O,anlatırken,ben de bir yandan düşünüyorum.
s,S-ADABAo-0368-778,ona anlatmak istediğimi çok rahat,anlatırım.,Belki o yüzden Mehmet çoğunlukla
w,W-TI22E1B-2913-1903,on dört hayvanın enteresan özelliklerini,anlatıyor,kitap. Ve siz son sayfayı
